order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O07202,C2199,2023-02-22,Completed,Credit Card,Lucknow,Uttar Pradesh
O07203,C0686,2023-08-04,Completed,COD,Mumbai,Maharashtra
O07204,C4236,2024-12-14,Completed,UPI,Nagpur,Maharashtra
O07205,C0055,2023-02-07,Completed,Debit Card,Lucknow,Uttar Pradesh
O07206,C3213,2025-10-05,Completed,COD,Nagpur,Maharashtra
O07207,C4170,2023-01-31,Completed,Debit Card,Kochi,Kerala
O07208,C3207,2024-01-28,Completed,UPI,Bhopal,Madhya Pradesh
O07209,C2956,2025-03-10,Completed,Credit Card,Patna,Bihar
O07210,C1945,2024-02-29,Completed,COD,Lucknow,Uttar Pradesh
O07211,C0642,2025-10-25,Completed,UPI,Mumbai,Maharashtra
O07212,C4840,2024-11-21,Completed,Net Banking,Surat,Gujarat
O07213,C0062,2025-12-13,Completed,UPI,Kochi,Kerala
O07214,C1224,2025-02-18,Completed,UPI,Chandigarh,Chandigarh
O07215,C2538,2023-07-19,Completed,COD,Bengaluru,Karnataka
O07216,C0493,2025-02-14,Completed,COD,Lucknow,Uttar Pradesh
O07217,C1140,2023-08-14,Completed,UPI,Kolkata,West Bengal
O07218,C1256,2024-04-15,Completed,UPI,Bhopal,Madhya Pradesh
O07219,C2496,2023-01-18,Returned,Net Banking,Bengaluru,Karnataka
O07220,C3286,2024-09-20,Completed,UPI,Delhi,Delhi
O07221,C2256,2023-01-10,Completed,UPI,Jaipur,Rajasthan
O07222,C1002,2025-11-28,Completed,UPI,Noida,Uttar Pradesh
O07223,C1126,2023-02-10,Completed,Debit Card,Hyderabad,Telangana
O07224,C3882,2024-09-11,Completed,COD,Jaipur,Rajasthan
O07225,C4106,2023-02-13,Completed,UPI,Gurugram,Haryana
O07226,C3545,2023-07-16,Cancelled,UPI,Indore,Madhya Pradesh
O07227,C1147,2023-10-26,Completed,Credit Card,Chandigarh,Chandigarh
O07228,C0787,2023-07-28,Completed,Debit Card,Delhi,Delhi
O07229,C2052,2024-04-03,Completed,Debit Card,Noida,Uttar Pradesh
O07230,C0259,2025-05-28,Completed,UPI,Kochi,Kerala
O07231,C3850,2025-02-27,Completed,UPI,Delhi,Delhi
O07232,C4617,2024-05-29,Completed,UPI,Bhubaneswar,Odisha
O07233,C0716,2024-01-18,Completed,UPI,Kochi,Kerala
O07234,C1644,2024-07-01,Completed,UPI,Mumbai,Maharashtra
O07235,C0124,2024-05-21,Completed,Net Banking,Hyderabad,Telangana
O07236,C1774,2023-11-26,Completed,UPI,Ahmedabad,Gujarat
O07237,C0922,2025-10-03,Returned,COD,Mumbai,Maharashtra
O07238,C2178,2024-05-02,Completed,Credit Card,Mumbai,Maharashtra
O07239,C1504,2025-03-24,Returned,Net Banking,Surat,Gujarat
O07240,C1853,2024-04-26,Completed,UPI,Indore,Madhya Pradesh
O07241,C2125,2024-04-16,Completed,UPI,Indore,Madhya Pradesh
O07242,C3255,2025-10-16,Completed,UPI,Gurugram,Haryana
O07243,C2414,2025-10-19,Completed,Debit Card,Indore,Madhya Pradesh
O07244,C4388,2024-03-09,Completed,UPI,Ahmedabad,Gujarat
O07245,C0157,2023-01-16,Completed,COD,Bhopal,Madhya Pradesh
O07246,C1124,2025-09-09,Completed,Debit Card,Patna,Bihar
O07247,C0918,2024-09-11,Completed,Credit Card,Delhi,Delhi
O07248,C1703,2024-11-19,Completed,Credit Card,Delhi,Delhi
O07249,C1666,2023-03-06,Completed,UPI,Lucknow,Uttar Pradesh
O07250,C4234,2024-07-28,Completed,UPI,Noida,Uttar Pradesh
O07251,C2112,2025-03-30,Completed,Credit Card,Noida,Uttar Pradesh
O07252,C3715,2023-03-14,Completed,UPI,Ahmedabad,Gujarat
O07253,C2555,2023-07-23,Completed,COD,Bengaluru,Karnataka
O07254,C3025,2023-09-11,Completed,COD,Delhi,Delhi
O07255,C4036,2024-09-04,Returned,Debit Card,Patna,Bihar
O07256,C2837,2023-07-14,Returned,Credit Card,Nagpur,Maharashtra
O07257,C2398,2023-09-08,Completed,Credit Card,Delhi,Delhi
O07258,C2195,2024-07-03,Cancelled,Credit Card,Delhi,Delhi
O07259,C1556,2025-08-12,Cancelled,Debit Card,Lucknow,Uttar Pradesh
O07260,C3626,2023-11-06,Completed,UPI,Surat,Gujarat
O07261,C2910,2024-10-14,Completed,Credit Card,Ahmedabad,Gujarat
O07262,C4503,2024-03-16,Cancelled,COD,Delhi,Delhi
O07263,C0344,2023-10-02,Completed,Credit Card,Ahmedabad,Gujarat
O07264,C4748,2024-06-22,Completed,UPI,Surat,Gujarat
O07265,C1545,2025-01-12,Completed,UPI,Ahmedabad,Gujarat
O07266,C3997,2023-01-13,Completed,Debit Card,Patna,Bihar
O07267,C2819,2024-09-01,Completed,Net Banking,Chandigarh,Chandigarh
O07268,C0039,2023-07-11,Cancelled,COD,Mumbai,Maharashtra
O07269,C4383,2024-11-28,Completed,COD,Indore,Madhya Pradesh
O07270,C4987,2023-01-19,Completed,Net Banking,Gurugram,Haryana
O07271,C4758,2023-12-05,Completed,UPI,Pune,Maharashtra
O07272,C3424,2025-02-09,Completed,UPI,Lucknow,Uttar Pradesh
O07273,C1029,2024-08-01,Completed,UPI,Nagpur,Maharashtra
O07274,C0236,2023-01-26,Completed,Credit Card,Delhi,Delhi
O07275,C0969,2025-10-26,Cancelled,UPI,Hyderabad,Telangana
O07276,C1231,2025-11-16,Completed,UPI,Kochi,Kerala
O07277,C0239,2023-04-15,Completed,Credit Card,Nagpur,Maharashtra
O07278,C1855,2025-02-22,Completed,UPI,Surat,Gujarat
O07279,C4925,2023-10-30,Completed,Debit Card,Indore,Madhya Pradesh
O07280,C0052,2025-11-01,Completed,UPI,Hyderabad,Telangana
O07281,C2156,2025-11-07,Completed,Net Banking,Chennai,Tamil Nadu
O07282,C1381,2024-10-03,Completed,COD,Ahmedabad,Gujarat
O07283,C1057,2023-06-23,Completed,COD,Pune,Maharashtra
O07284,C0022,2024-03-24,Completed,COD,Surat,Gujarat
O07285,C0307,2023-02-23,Completed,Debit Card,Mumbai,Maharashtra
O07286,C4107,2023-03-19,Completed,UPI,Bhopal,Madhya Pradesh
O07287,C2610,2024-03-14,Completed,Debit Card,Jaipur,Rajasthan
O07288,C4294,2025-02-20,Completed,Debit Card,Bhubaneswar,Odisha
O07289,C3601,2023-06-21,Completed,UPI,Jaipur,Rajasthan
O07290,C1966,2024-07-03,Completed,Debit Card,Chandigarh,Chandigarh
O07291,C4647,2023-12-27,Completed,Credit Card,Mumbai,Maharashtra
O07292,C3579,2023-08-24,Completed,Credit Card,Nagpur,Maharashtra
O07293,C2544,2024-03-08,Completed,UPI,Kochi,Kerala
O07294,C0505,2025-11-05,Cancelled,Debit Card,Bhopal,Madhya Pradesh
O07295,C0137,2025-01-07,Completed,Net Banking,Kolkata,West Bengal
O07296,C1303,2025-04-29,Completed,COD,Nagpur,Maharashtra
O07297,C4015,2024-09-18,Completed,UPI,Surat,Gujarat
O07298,C3615,2023-09-04,Completed,Net Banking,Nagpur,Maharashtra
O07299,C4948,2024-07-02,Completed,UPI,Chandigarh,Chandigarh
O07300,C4807,2025-08-22,Completed,UPI,Delhi,Delhi
O07301,C0507,2023-06-16,Completed,Net Banking,Kolkata,West Bengal
O07302,C4782,2023-12-19,Completed,COD,Hyderabad,Telangana
O07303,C1534,2024-12-03,Cancelled,COD,Ahmedabad,Gujarat
O07304,C3642,2023-12-19,Completed,UPI,Delhi,Delhi
O07305,C4004,2024-07-27,Completed,UPI,Lucknow,Uttar Pradesh
O07306,C0708,2025-11-28,Completed,UPI,Chennai,Tamil Nadu
O07307,C1624,2023-11-19,Completed,COD,Jaipur,Rajasthan
O07308,C4238,2025-08-15,Completed,UPI,Bhubaneswar,Odisha
O07309,C2329,2023-01-29,Returned,UPI,Ahmedabad,Gujarat
O07310,C3015,2025-01-08,Completed,UPI,Chandigarh,Chandigarh
O07311,C1708,2024-06-26,Completed,Debit Card,Bhopal,Madhya Pradesh
O07312,C0302,2024-07-21,Completed,Credit Card,Bengaluru,Karnataka
O07313,C2445,2025-05-18,Completed,Net Banking,Kolkata,West Bengal
O07314,C0318,2024-11-28,Completed,UPI,Bengaluru,Karnataka
O07315,C2956,2023-07-18,Completed,COD,Patna,Bihar
O07316,C2928,2024-11-13,Completed,Credit Card,Jaipur,Rajasthan
O07317,C0858,2023-07-01,Completed,Debit Card,Bhopal,Madhya Pradesh
O07318,C2721,2023-05-10,Returned,UPI,Pune,Maharashtra
O07319,C3023,2023-05-11,Completed,Debit Card,Hyderabad,Telangana
O07320,C0677,2024-10-15,Completed,UPI,Nagpur,Maharashtra
O07321,C0379,2025-10-25,Returned,Debit Card,Bhopal,Madhya Pradesh
O07322,C0217,2025-04-28,Completed,Credit Card,Pune,Maharashtra
O07323,C3701,2023-06-16,Completed,UPI,Mumbai,Maharashtra
O07324,C2897,2024-01-20,Completed,Credit Card,Lucknow,Uttar Pradesh
O07325,C4964,2025-01-11,Completed,COD,Surat,Gujarat
O07326,C4530,2023-07-06,Returned,UPI,Gurugram,Haryana
O07327,C4852,2024-07-11,Completed,UPI,Noida,Uttar Pradesh
O07328,C2990,2023-04-25,Completed,Credit Card,Chennai,Tamil Nadu
O07329,C3831,2025-10-15,Completed,Debit Card,Bhubaneswar,Odisha
O07330,C3657,2025-05-07,Completed,Credit Card,Bhopal,Madhya Pradesh
O07331,C1507,2025-08-31,Completed,UPI,Nagpur,Maharashtra
O07332,C1291,2023-08-27,Completed,UPI,Chandigarh,Chandigarh
O07333,C1940,2023-11-05,Completed,UPI,Chennai,Tamil Nadu
O07334,C4695,2023-01-16,Completed,UPI,Chandigarh,Chandigarh
O07335,C0236,2023-03-03,Completed,COD,Delhi,Delhi
O07336,C1784,2024-12-06,Completed,UPI,Gurugram,Haryana
O07337,C4196,2023-10-19,Completed,UPI,Chandigarh,Chandigarh
O07338,C2787,2025-01-16,Cancelled,Net Banking,Hyderabad,Telangana
O07339,C1378,2025-03-02,Completed,Net Banking,Chandigarh,Chandigarh
O07340,C2756,2023-08-29,Completed,UPI,Chennai,Tamil Nadu
O07341,C2084,2025-07-13,Completed,Credit Card,Bhubaneswar,Odisha
O07342,C4410,2025-08-10,Completed,Debit Card,Chennai,Tamil Nadu
O07343,C4096,2024-06-10,Cancelled,UPI,Ahmedabad,Gujarat
O07344,C4647,2025-01-11,Completed,Debit Card,Mumbai,Maharashtra
O07345,C4613,2023-06-25,Completed,Net Banking,Bhubaneswar,Odisha
O07346,C2701,2025-03-14,Completed,Credit Card,Hyderabad,Telangana
O07347,C4105,2025-01-27,Completed,Credit Card,Chennai,Tamil Nadu
O07348,C3550,2025-12-12,Completed,Debit Card,Hyderabad,Telangana
O07349,C4153,2023-12-01,Completed,Debit Card,Pune,Maharashtra
O07350,C2331,2025-06-17,Completed,COD,Lucknow,Uttar Pradesh
O07351,C4557,2024-10-20,Completed,UPI,Gurugram,Haryana
O07352,C3762,2023-10-20,Completed,COD,Bhopal,Madhya Pradesh
O07353,C2012,2024-03-18,Completed,COD,Nagpur,Maharashtra
O07354,C2642,2024-08-22,Completed,UPI,Mumbai,Maharashtra
O07355,C2113,2025-02-04,Completed,UPI,Kolkata,West Bengal
O07356,C3501,2025-03-13,Cancelled,Credit Card,Delhi,Delhi
O07357,C4951,2025-06-30,Completed,Credit Card,Lucknow,Uttar Pradesh
O07358,C4232,2023-03-12,Completed,Net Banking,Gurugram,Haryana
O07359,C4858,2025-07-19,Completed,UPI,Bengaluru,Karnataka
O07360,C1010,2025-10-28,Returned,Credit Card,Kolkata,West Bengal
O07361,C1630,2025-08-13,Completed,Credit Card,Delhi,Delhi
O07362,C3120,2025-02-18,Completed,Credit Card,Nagpur,Maharashtra
O07363,C0850,2025-10-16,Completed,Debit Card,Nagpur,Maharashtra
O07364,C2868,2025-05-27,Cancelled,Credit Card,Nagpur,Maharashtra
O07365,C2040,2023-12-02,Completed,UPI,Delhi,Delhi
O07366,C3236,2024-09-18,Completed,COD,Surat,Gujarat
O07367,C0479,2024-02-23,Completed,UPI,Pune,Maharashtra
O07368,C1311,2023-08-25,Completed,UPI,Kochi,Kerala
O07369,C4632,2024-05-20,Completed,Debit Card,Ahmedabad,Gujarat
O07370,C2144,2025-09-07,Completed,Credit Card,Bhubaneswar,Odisha
O07371,C0414,2024-02-03,Completed,Credit Card,Noida,Uttar Pradesh
O07372,C1657,2024-09-02,Completed,Credit Card,Chandigarh,Chandigarh
O07373,C2632,2025-08-12,Completed,Credit Card,Noida,Uttar Pradesh
O07374,C3937,2023-01-02,Completed,Credit Card,Kochi,Kerala
O07375,C1395,2023-01-16,Completed,UPI,Delhi,Delhi
O07376,C2624,2023-10-06,Completed,Net Banking,Hyderabad,Telangana
O07377,C2291,2024-01-05,Completed,Credit Card,Ahmedabad,Gujarat
O07378,C0639,2025-08-20,Returned,UPI,Delhi,Delhi
O07379,C3445,2025-06-05,Completed,Debit Card,Hyderabad,Telangana
O07380,C0353,2024-01-13,Completed,COD,Indore,Madhya Pradesh
O07381,C4522,2025-12-14,Cancelled,UPI,Kolkata,West Bengal
O07382,C3149,2023-07-27,Completed,UPI,Ahmedabad,Gujarat
O07383,C4606,2023-05-12,Completed,Credit Card,Delhi,Delhi
O07384,C3589,2023-06-27,Completed,UPI,Pune,Maharashtra
O07385,C0140,2025-01-23,Completed,COD,Bhubaneswar,Odisha
O07386,C0252,2024-03-12,Completed,Credit Card,Bengaluru,Karnataka
O07387,C0669,2025-08-20,Completed,UPI,Gurugram,Haryana
O07388,C3843,2024-11-09,Completed,Net Banking,Chandigarh,Chandigarh
O07389,C0317,2024-06-08,Completed,Credit Card,Lucknow,Uttar Pradesh
O07390,C4019,2023-03-12,Completed,COD,Nagpur,Maharashtra
O07391,C2927,2023-02-23,Completed,Credit Card,Chandigarh,Chandigarh
O07392,C2010,2023-01-13,Completed,Credit Card,Surat,Gujarat
O07393,C2946,2023-03-21,Completed,Credit Card,Hyderabad,Telangana
O07394,C1053,2024-04-20,Completed,Credit Card,Kochi,Kerala
O07395,C4637,2025-12-19,Completed,UPI,Ahmedabad,Gujarat
O07396,C3564,2025-12-06,Completed,Net Banking,Kochi,Kerala
O07397,C1124,2024-12-14,Cancelled,UPI,Patna,Bihar
O07398,C1344,2025-11-25,Completed,Credit Card,Bengaluru,Karnataka
O07399,C0570,2023-10-13,Completed,UPI,Bengaluru,Karnataka
O07400,C4819,2025-08-01,Completed,Net Banking,Nagpur,Maharashtra
O07401,C3722,2023-08-16,Completed,Credit Card,Nagpur,Maharashtra
O07402,C3917,2023-06-20,Returned,COD,Surat,Gujarat
O07403,C1001,2024-06-07,Cancelled,Credit Card,Pune,Maharashtra
O07404,C2924,2023-10-25,Completed,COD,Noida,Uttar Pradesh
O07405,C2237,2024-04-01,Completed,Credit Card,Chennai,Tamil Nadu
O07406,C4546,2024-04-22,Completed,Credit Card,Bhubaneswar,Odisha
O07407,C3926,2023-09-29,Returned,Credit Card,Bhubaneswar,Odisha
O07408,C3253,2024-04-05,Completed,UPI,Jaipur,Rajasthan
O07409,C3393,2024-03-09,Completed,UPI,Hyderabad,Telangana
O07410,C2331,2024-09-18,Completed,Net Banking,Lucknow,Uttar Pradesh
O07411,C3393,2025-03-06,Completed,Debit Card,Hyderabad,Telangana
O07412,C2618,2024-09-12,Completed,COD,Mumbai,Maharashtra
O07413,C4121,2024-01-31,Completed,UPI,Patna,Bihar
O07414,C4356,2025-05-09,Completed,Credit Card,Mumbai,Maharashtra
O07415,C2014,2025-07-18,Completed,UPI,Bhopal,Madhya Pradesh
O07416,C1928,2024-01-22,Completed,Debit Card,Lucknow,Uttar Pradesh
O07417,C2545,2024-06-17,Completed,COD,Bhubaneswar,Odisha
O07418,C4548,2023-08-02,Completed,Debit Card,Nagpur,Maharashtra
O07419,C4796,2024-02-01,Completed,UPI,Patna,Bihar
O07420,C3720,2023-02-13,Completed,UPI,Chennai,Tamil Nadu
O07421,C3674,2024-08-14,Completed,Debit Card,Kochi,Kerala
O07422,C1552,2024-01-01,Completed,Debit Card,Indore,Madhya Pradesh
O07423,C1683,2023-06-23,Returned,UPI,Nagpur,Maharashtra
O07424,C0385,2023-09-30,Completed,Credit Card,Indore,Madhya Pradesh
O07425,C4709,2024-05-04,Completed,UPI,Hyderabad,Telangana
O07426,C3037,2024-08-24,Returned,UPI,Gurugram,Haryana
O07427,C2267,2025-12-30,Completed,Credit Card,Patna,Bihar
O07428,C4653,2024-09-03,Completed,Debit Card,Bhopal,Madhya Pradesh
O07429,C4446,2023-11-23,Completed,UPI,Nagpur,Maharashtra
O07430,C0390,2023-12-13,Cancelled,Debit Card,Bhopal,Madhya Pradesh
O07431,C2919,2023-06-15,Completed,UPI,Indore,Madhya Pradesh
O07432,C2114,2025-05-29,Returned,Debit Card,Patna,Bihar
O07433,C1143,2025-01-21,Completed,Credit Card,Kolkata,West Bengal
O07434,C0746,2023-12-10,Completed,COD,Indore,Madhya Pradesh
O07435,C1731,2023-03-02,Completed,Credit Card,Delhi,Delhi
O07436,C4123,2023-12-30,Completed,UPI,Ahmedabad,Gujarat
O07437,C4386,2025-07-13,Completed,COD,Nagpur,Maharashtra
O07438,C4124,2025-10-20,Completed,COD,Ahmedabad,Gujarat
O07439,C3231,2023-02-03,Completed,UPI,Gurugram,Haryana
O07440,C3217,2024-02-09,Completed,UPI,Kolkata,West Bengal
O07441,C2515,2025-06-15,Completed,UPI,Nagpur,Maharashtra
O07442,C1770,2023-05-18,Completed,COD,Lucknow,Uttar Pradesh
O07443,C0108,2023-01-28,Completed,UPI,Indore,Madhya Pradesh
O07444,C4987,2023-04-16,Completed,Credit Card,Gurugram,Haryana
O07445,C2487,2023-06-06,Completed,Debit Card,Indore,Madhya Pradesh
O07446,C4299,2023-07-15,Completed,Debit Card,Surat,Gujarat
O07447,C0777,2025-10-05,Completed,COD,Gurugram,Haryana
O07448,C1934,2023-07-21,Completed,Credit Card,Bengaluru,Karnataka
O07449,C0438,2023-04-19,Completed,Credit Card,Lucknow,Uttar Pradesh
O07450,C1035,2024-06-26,Completed,UPI,Delhi,Delhi
O07451,C0837,2023-02-10,Returned,Debit Card,Noida,Uttar Pradesh
O07452,C4703,2025-12-23,Completed,Credit Card,Chennai,Tamil Nadu
O07453,C0642,2025-06-08,Completed,UPI,Mumbai,Maharashtra
O07454,C3175,2024-11-12,Completed,Credit Card,Pune,Maharashtra
O07455,C1809,2025-03-22,Completed,Debit Card,Kolkata,West Bengal
O07456,C3876,2024-02-19,Returned,Debit Card,Kochi,Kerala
O07457,C0643,2024-01-07,Returned,Credit Card,Ahmedabad,Gujarat
O07458,C0703,2025-03-14,Completed,UPI,Bengaluru,Karnataka
O07459,C2849,2023-12-30,Completed,Debit Card,Chandigarh,Chandigarh
O07460,C2918,2024-04-15,Completed,Debit Card,Chandigarh,Chandigarh
O07461,C3613,2024-05-14,Completed,Credit Card,Surat,Gujarat
O07462,C1723,2025-10-02,Completed,UPI,Bhopal,Madhya Pradesh
O07463,C0849,2024-02-27,Completed,UPI,Jaipur,Rajasthan
O07464,C2555,2024-08-01,Completed,UPI,Bengaluru,Karnataka
O07465,C1463,2024-02-07,Completed,COD,Indore,Madhya Pradesh
O07466,C3830,2024-05-08,Completed,Debit Card,Bengaluru,Karnataka
O07467,C3783,2024-05-06,Cancelled,COD,Indore,Madhya Pradesh
O07468,C0511,2025-07-13,Completed,COD,Ahmedabad,Gujarat
O07469,C2157,2025-08-03,Completed,Credit Card,Chennai,Tamil Nadu
O07470,C2920,2024-06-14,Completed,Credit Card,Chennai,Tamil Nadu
O07471,C0733,2025-07-29,Completed,UPI,Indore,Madhya Pradesh
O07472,C2951,2023-04-23,Completed,Debit Card,Bhubaneswar,Odisha
O07473,C3961,2023-12-10,Completed,Credit Card,Jaipur,Rajasthan
O07474,C1238,2023-12-24,Returned,UPI,Noida,Uttar Pradesh
O07475,C1481,2023-05-06,Completed,UPI,Bhubaneswar,Odisha
O07476,C2466,2023-03-23,Completed,Debit Card,Surat,Gujarat
O07477,C2011,2023-09-09,Returned,Credit Card,Bhopal,Madhya Pradesh
O07478,C4758,2024-01-17,Completed,UPI,Pune,Maharashtra
O07479,C2736,2024-12-17,Completed,COD,Patna,Bihar
O07480,C4200,2024-03-27,Completed,Debit Card,Patna,Bihar
O07481,C2760,2024-08-17,Completed,UPI,Bengaluru,Karnataka
O07482,C0578,2023-01-24,Completed,UPI,Bhopal,Madhya Pradesh
O07483,C3497,2023-12-19,Completed,Debit Card,Hyderabad,Telangana
O07484,C0819,2023-03-14,Returned,UPI,Gurugram,Haryana
O07485,C4175,2024-11-25,Completed,Debit Card,Ahmedabad,Gujarat
O07486,C1890,2024-05-29,Completed,Credit Card,Patna,Bihar
O07487,C0559,2025-02-09,Completed,COD,Hyderabad,Telangana
O07488,C2934,2025-11-19,Cancelled,COD,Bhopal,Madhya Pradesh
O07489,C1620,2024-10-19,Completed,COD,Kolkata,West Bengal
O07490,C0070,2025-07-27,Completed,UPI,Noida,Uttar Pradesh
O07491,C1190,2025-04-13,Completed,Credit Card,Ahmedabad,Gujarat
O07492,C2903,2025-11-16,Completed,UPI,Bengaluru,Karnataka
O07493,C4341,2024-09-13,Completed,Credit Card,Bhopal,Madhya Pradesh
O07494,C3117,2023-01-19,Completed,Net Banking,Gurugram,Haryana
O07495,C0684,2024-06-11,Completed,UPI,Bhubaneswar,Odisha
O07496,C3911,2025-03-04,Returned,COD,Kochi,Kerala
O07497,C3773,2024-06-25,Completed,Net Banking,Pune,Maharashtra
O07498,C0071,2024-09-08,Completed,Net Banking,Indore,Madhya Pradesh
O07499,C1263,2025-12-01,Completed,COD,Delhi,Delhi
O07500,C2156,2023-06-14,Cancelled,Credit Card,Chennai,Tamil Nadu
O07501,C4818,2025-03-19,Returned,UPI,Noida,Uttar Pradesh
O07502,C4398,2025-05-13,Completed,Debit Card,Pune,Maharashtra
O07503,C1372,2025-12-13,Completed,Debit Card,Noida,Uttar Pradesh
O07504,C1916,2024-01-07,Completed,UPI,Surat,Gujarat
O07505,C3806,2023-12-31,Completed,Debit Card,Chandigarh,Chandigarh
O07506,C4352,2025-11-26,Cancelled,UPI,Chennai,Tamil Nadu
O07507,C1548,2023-04-29,Completed,Debit Card,Jaipur,Rajasthan
O07508,C3899,2024-02-13,Completed,COD,Indore,Madhya Pradesh
O07509,C4456,2023-12-29,Completed,Credit Card,Nagpur,Maharashtra
O07510,C3556,2025-08-15,Completed,COD,Chandigarh,Chandigarh
O07511,C1214,2023-11-19,Completed,Debit Card,Ahmedabad,Gujarat
O07512,C2141,2025-01-27,Completed,UPI,Nagpur,Maharashtra
O07513,C0861,2025-08-01,Completed,UPI,Patna,Bihar
O07514,C0990,2024-03-23,Cancelled,COD,Indore,Madhya Pradesh
O07515,C4580,2024-12-04,Completed,UPI,Mumbai,Maharashtra
O07516,C2924,2024-12-09,Completed,Net Banking,Noida,Uttar Pradesh
O07517,C1433,2025-09-05,Completed,COD,Pune,Maharashtra
O07518,C0341,2023-12-08,Returned,UPI,Patna,Bihar
O07519,C2378,2024-04-19,Completed,UPI,Chennai,Tamil Nadu
O07520,C1199,2023-10-18,Completed,Debit Card,Gurugram,Haryana
O07521,C1468,2023-06-21,Completed,Debit Card,Mumbai,Maharashtra
O07522,C4297,2023-10-28,Completed,UPI,Patna,Bihar
O07523,C4839,2023-05-29,Returned,UPI,Bhubaneswar,Odisha
O07524,C4194,2024-10-21,Cancelled,Debit Card,Indore,Madhya Pradesh
O07525,C1292,2024-11-28,Completed,COD,Kochi,Kerala
O07526,C4935,2025-08-24,Completed,UPI,Indore,Madhya Pradesh
O07527,C0352,2024-02-21,Completed,Debit Card,Bhubaneswar,Odisha
O07528,C1302,2023-09-14,Returned,COD,Indore,Madhya Pradesh
O07529,C3640,2024-05-29,Completed,UPI,Pune,Maharashtra
O07530,C3088,2024-11-09,Completed,Credit Card,Jaipur,Rajasthan
O07531,C0456,2025-06-30,Completed,COD,Hyderabad,Telangana
O07532,C3251,2023-07-24,Completed,UPI,Hyderabad,Telangana
O07533,C1158,2024-11-20,Completed,UPI,Gurugram,Haryana
O07534,C0258,2023-12-10,Completed,Debit Card,Delhi,Delhi
O07535,C2110,2024-04-09,Returned,Credit Card,Kochi,Kerala
O07536,C0482,2023-01-29,Completed,Debit Card,Gurugram,Haryana
O07537,C4731,2023-04-15,Completed,UPI,Nagpur,Maharashtra
O07538,C3114,2023-11-30,Completed,Credit Card,Bengaluru,Karnataka
O07539,C1397,2025-12-28,Cancelled,UPI,Jaipur,Rajasthan
O07540,C2627,2023-04-17,Completed,Net Banking,Chennai,Tamil Nadu
O07541,C0648,2023-04-12,Completed,Credit Card,Bhopal,Madhya Pradesh
O07542,C1612,2024-07-05,Returned,Debit Card,Gurugram,Haryana
O07543,C3826,2023-05-17,Completed,UPI,Nagpur,Maharashtra
O07544,C4589,2024-05-04,Completed,Net Banking,Chennai,Tamil Nadu
O07545,C4587,2023-03-08,Returned,UPI,Gurugram,Haryana
O07546,C2269,2023-10-05,Returned,UPI,Indore,Madhya Pradesh
O07547,C3885,2023-07-31,Cancelled,UPI,Pune,Maharashtra
O07548,C2755,2024-09-19,Completed,COD,Noida,Uttar Pradesh
O07549,C4983,2024-10-09,Completed,Debit Card,Mumbai,Maharashtra
O07550,C3587,2023-12-31,Completed,Net Banking,Ahmedabad,Gujarat
O07551,C3385,2024-11-08,Completed,UPI,Lucknow,Uttar Pradesh
O07552,C4590,2025-05-12,Returned,Debit Card,Bengaluru,Karnataka
O07553,C0759,2024-01-30,Returned,Credit Card,Nagpur,Maharashtra
O07554,C0633,2024-07-08,Returned,Debit Card,Kochi,Kerala
O07555,C3585,2025-03-13,Completed,Credit Card,Chennai,Tamil Nadu
O07556,C0330,2024-02-28,Completed,Debit Card,Bhopal,Madhya Pradesh
O07557,C3020,2024-02-20,Cancelled,COD,Bhopal,Madhya Pradesh
O07558,C0010,2025-08-02,Completed,Credit Card,Hyderabad,Telangana
O07559,C4054,2023-12-12,Completed,COD,Bengaluru,Karnataka
O07560,C2175,2024-11-27,Completed,COD,Patna,Bihar
O07561,C0985,2024-07-30,Completed,COD,Hyderabad,Telangana
O07562,C0669,2025-03-26,Returned,Debit Card,Gurugram,Haryana
O07563,C2279,2023-06-29,Completed,Credit Card,Bhopal,Madhya Pradesh
O07564,C0442,2023-08-02,Completed,UPI,Pune,Maharashtra
O07565,C2926,2024-03-13,Returned,COD,Bengaluru,Karnataka
O07566,C4021,2023-06-02,Returned,UPI,Nagpur,Maharashtra
O07567,C0274,2025-05-21,Completed,UPI,Gurugram,Haryana
O07568,C4714,2025-07-29,Cancelled,Credit Card,Pune,Maharashtra
O07569,C1027,2024-08-28,Returned,Debit Card,Gurugram,Haryana
O07570,C2374,2025-01-21,Returned,Debit Card,Pune,Maharashtra
O07571,C4349,2025-08-11,Completed,Debit Card,Hyderabad,Telangana
O07572,C1558,2025-02-26,Completed,Debit Card,Noida,Uttar Pradesh
O07573,C3127,2023-06-01,Completed,COD,Chennai,Tamil Nadu
O07574,C2934,2025-06-12,Completed,COD,Bhopal,Madhya Pradesh
O07575,C0448,2025-06-27,Cancelled,COD,Hyderabad,Telangana
O07576,C3369,2024-03-31,Completed,Credit Card,Mumbai,Maharashtra
O07577,C3694,2023-11-30,Cancelled,UPI,Bhopal,Madhya Pradesh
O07578,C3807,2024-04-07,Completed,Debit Card,Delhi,Delhi
O07579,C4565,2025-11-15,Completed,UPI,Ahmedabad,Gujarat
O07580,C3997,2025-03-16,Completed,COD,Patna,Bihar
O07581,C3318,2024-03-14,Completed,Debit Card,Hyderabad,Telangana
O07582,C0070,2023-04-07,Completed,COD,Noida,Uttar Pradesh
