order_item_id,order_id,product_id,quantity,discount,unit_price
OI013521,O07228,P0045,1,0.15,448.84
OI013522,O07229,P0357,3,0.1,440.52
OI013523,O07230,P0371,1,0.05,33964.89
OI013524,O07231,P0471,1,0.05,596.39
OI013525,O07231,P0353,1,0.2,38873.51
OI013526,O07231,P0451,3,0.05,918.1
OI013527,O07232,P0090,1,0.15,1508.51
OI013528,O07232,P0117,1,0.0,867.75
OI013529,O07232,P0187,1,0.0,7734.02
OI013530,O07233,P0082,1,0.05,728.72
OI013531,O07234,P0171,1,0.1,984.75
OI013532,O07234,P0274,1,0.1,49610.04
OI013533,O07234,P0360,1,0.15,28814.32
OI013534,O07234,P0279,1,0.0,2282.91
OI013535,O07235,P0348,1,0.0,753.48
OI013536,O07236,P0246,1,0.1,1592.72
OI013537,O07236,P0221,1,0.1,703.03
OI013538,O07237,P0254,2,0.0,19575.47
OI013539,O07237,P0199,1,0.05,666.04
OI013540,O07237,P0455,1,0.05,25796.69
OI013541,O07237,P0149,1,0.2,19302.4
OI013542,O07238,P0314,1,0.05,1071.23
OI013543,O07239,P0258,1,0.0,1538.5
OI013544,O07239,P0402,1,0.15,1263.86
OI013545,O07240,P0034,1,0.1,1194.41
OI013546,O07240,P0341,1,0.1,292.12
OI013547,O07241,P0462,1,0.0,2389.96
OI013548,O07242,P0370,1,0.05,752.51
OI013549,O07243,P0270,1,0.05,910.01
OI013550,O07243,P0055,1,0.2,1049.0
OI013551,O07244,P0142,1,0.0,1218.35
OI013552,O07245,P0229,1,0.05,50444.39
OI013553,O07245,P0280,1,0.15,1675.72
OI013554,O07245,P0160,2,0.05,1481.54
OI013555,O07246,P0064,1,0.0,1182.06
OI013556,O07246,P0500,1,0.05,27201.35
OI013557,O07247,P0308,1,0.05,9828.42
OI013558,O07247,P0065,1,0.0,937.04
OI013559,O07247,P0039,1,0.1,622.9
OI013560,O07248,P0302,1,0.0,2111.29
OI013561,O07248,P0500,3,0.05,27201.35
OI013562,O07248,P0149,3,0.05,19302.4
OI013563,O07249,P0395,1,0.0,35468.55
OI013564,O07250,P0415,1,0.05,2345.44
OI013565,O07250,P0161,1,0.05,30912.64
OI013566,O07251,P0204,2,0.0,270.24
OI013567,O07251,P0156,2,0.2,1509.01
OI013568,O07251,P0145,1,0.05,1100.58
OI013569,O07252,P0127,2,0.1,7740.06
OI013570,O07253,P0431,1,0.15,8875.25
OI013571,O07254,P0209,2,0.1,42626.33
OI013572,O07254,P0384,2,0.1,4720.88
OI013573,O07255,P0149,2,0.05,19302.4
OI013574,O07255,P0069,3,0.1,1542.85
OI013575,O07256,P0350,1,0.0,52392.94
OI013576,O07256,P0487,2,0.2,2017.04
OI013577,O07257,P0140,1,0.0,6520.36
OI013578,O07258,P0085,2,0.05,25792.46
OI013579,O07259,P0433,1,0.05,290.0
OI013580,O07259,P0235,1,0.05,35484.17
OI013581,O07259,P0090,2,0.05,1508.51
OI013582,O07260,P0205,1,0.0,3204.49
OI013583,O07261,P0047,1,0.0,1187.32
OI013584,O07261,P0081,1,0.05,3108.0
OI013585,O07261,P0434,1,0.0,54889.94
OI013586,O07262,P0005,1,0.0,1277.7
OI013587,O07263,P0068,1,0.05,1256.22
OI013588,O07263,P0408,1,0.0,12411.5
OI013589,O07264,P0174,1,0.0,27835.67
OI013590,O07265,P0169,1,0.1,54527.7
OI013591,O07266,P0107,1,0.0,1050.76
OI013592,O07267,P0166,2,0.0,1458.1
OI013593,O07267,P0287,2,0.15,23897.23
OI013594,O07267,P0048,2,0.1,38046.26
OI013595,O07267,P0102,3,0.1,1677.27
OI013596,O07268,P0155,2,0.0,5761.42
OI013597,O07269,P0412,1,0.05,2807.84
OI013598,O07269,P0302,1,0.05,2111.29
OI013599,O07270,P0498,1,0.15,867.26
OI013600,O07270,P0003,3,0.05,1017.51
OI013601,O07270,P0234,1,0.1,2137.17
OI013602,O07270,P0366,3,0.1,1957.78
OI013603,O07271,P0294,1,0.0,7542.56
OI013604,O07272,P0144,1,0.1,1072.71
OI013605,O07273,P0328,2,0.0,8216.24
OI013606,O07273,P0199,1,0.05,666.04
OI013607,O07273,P0233,2,0.05,14294.54
OI013608,O07274,P0470,1,0.1,313.24
OI013609,O07274,P0292,2,0.1,1730.94
OI013610,O07275,P0061,2,0.1,58728.26
OI013611,O07275,P0435,1,0.05,663.02
OI013612,O07276,P0001,1,0.1,2221.48
OI013613,O07276,P0305,2,0.0,1088.95
OI013614,O07277,P0459,2,0.05,40802.45
OI013615,O07277,P0216,2,0.0,14968.28
OI013616,O07277,P0309,2,0.0,8852.86
OI013617,O07277,P0313,1,0.15,10633.64
OI013618,O07278,P0464,1,0.05,1359.18
OI013619,O07279,P0254,1,0.0,19575.47
OI013620,O07280,P0006,2,0.0,2085.89
OI013621,O07281,P0167,1,0.0,3698.11
OI013622,O07282,P0035,1,0.0,2616.7
OI013623,O07283,P0303,1,0.15,5181.97
OI013624,O07284,P0129,2,0.05,2319.56
OI013625,O07284,P0124,1,0.0,47376.71
OI013626,O07284,P0207,2,0.0,853.02
OI013627,O07284,P0409,2,0.0,388.5
OI013628,O07285,P0309,3,0.0,8852.86
OI013629,O07286,P0017,1,0.0,3788.75
OI013630,O07286,P0154,1,0.15,20668.37
OI013631,O07286,P0117,2,0.05,867.75
OI013632,O07286,P0320,2,0.15,1222.01
OI013633,O07287,P0497,2,0.1,34184.3
OI013634,O07287,P0330,1,0.2,681.81
OI013635,O07287,P0299,1,0.0,1421.67
OI013636,O07288,P0074,1,0.0,10368.98
OI013637,O07288,P0046,2,0.2,2162.01
OI013638,O07289,P0285,2,0.05,26941.99
OI013639,O07290,P0173,1,0.0,17720.53
OI013640,O07291,P0260,2,0.1,13063.8
OI013641,O07292,P0390,1,0.0,892.03
OI013642,O07293,P0031,1,0.1,6781.06
OI013643,O07293,P0375,1,0.05,3976.93
OI013644,O07293,P0339,1,0.15,47694.64
OI013645,O07294,P0022,2,0.15,1878.17
OI013646,O07294,P0013,1,0.05,6213.54
OI013647,O07294,P0282,3,0.15,31404.57
OI013648,O07295,P0248,2,0.05,2340.7
OI013649,O07295,P0471,2,0.0,596.39
OI013650,O07295,P0410,3,0.0,15658.55
OI013651,O07296,P0106,1,0.05,4136.32
OI013652,O07297,P0311,1,0.05,27175.09
OI013653,O07298,P0255,1,0.05,2334.66
OI013654,O07298,P0165,1,0.0,1862.7
OI013655,O07299,P0160,1,0.1,1481.54
OI013656,O07299,P0041,1,0.0,8184.73
OI013657,O07300,P0231,1,0.0,4433.33
OI013658,O07301,P0091,2,0.15,2512.11
OI013659,O07301,P0095,1,0.05,789.39
OI013660,O07302,P0203,1,0.1,6941.86
OI013661,O07303,P0420,1,0.0,24938.24
OI013662,O07303,P0010,1,0.0,800.98
OI013663,O07303,P0235,1,0.1,35484.17
OI013664,O07304,P0216,1,0.0,14968.28
OI013665,O07305,P0003,1,0.05,1017.51
OI013666,O07306,P0500,1,0.15,27201.35
OI013667,O07307,P0249,1,0.05,3213.44
OI013668,O07307,P0481,1,0.05,822.86
OI013669,O07307,P0278,1,0.1,40971.93
OI013670,O07308,P0127,3,0.0,7740.06
OI013671,O07308,P0250,1,0.1,19616.81
OI013672,O07308,P0121,1,0.0,38144.64
OI013673,O07309,P0167,2,0.0,3698.11
OI013674,O07310,P0342,1,0.0,817.78
OI013675,O07311,P0442,1,0.05,1077.24
OI013676,O07312,P0314,1,0.15,1071.23
OI013677,O07313,P0080,1,0.0,412.72
OI013678,O07314,P0272,1,0.0,2632.11
OI013679,O07315,P0465,2,0.05,5684.87
OI013680,O07315,P0027,1,0.0,7461.34
OI013681,O07315,P0020,1,0.15,3651.62
OI013682,O07316,P0045,1,0.0,448.84
OI013683,O07316,P0491,1,0.1,25885.36
OI013684,O07316,P0149,2,0.1,19302.4
OI013685,O07317,P0093,2,0.05,14198.8
OI013686,O07317,P0438,2,0.1,24434.93
OI013687,O07317,P0013,1,0.05,6213.54
OI013688,O07318,P0160,1,0.1,1481.54
OI013689,O07318,P0054,2,0.0,915.61
OI013690,O07319,P0324,1,0.1,1118.5
OI013691,O07320,P0273,1,0.1,795.86
OI013692,O07321,P0046,1,0.1,2162.01
OI013693,O07321,P0042,1,0.05,17353.98
OI013694,O07322,P0401,1,0.1,1273.49
OI013695,O07322,P0257,3,0.1,6170.04
OI013696,O07323,P0188,1,0.05,1304.41
OI013697,O07324,P0230,1,0.1,5030.45
OI013698,O07325,P0070,1,0.0,1249.39
OI013699,O07325,P0470,2,0.0,313.24
OI013700,O07325,P0091,1,0.0,2512.11
OI013701,O07326,P0007,1,0.05,2087.52
OI013702,O07326,P0325,2,0.1,1568.87
OI013703,O07326,P0274,1,0.2,49610.04
OI013704,O07327,P0385,1,0.0,2810.29
OI013705,O07327,P0441,1,0.05,60173.16
OI013706,O07327,P0036,1,0.15,41709.71
OI013707,O07328,P0250,1,0.0,19616.81
OI013708,O07329,P0234,1,0.15,2137.17
OI013709,O07330,P0324,2,0.0,1118.5
OI013710,O07331,P0037,1,0.1,369.34
OI013711,O07332,P0077,1,0.15,27183.7
OI013712,O07333,P0352,1,0.0,26913.75
OI013713,O07334,P0159,2,0.1,44698.32
OI013714,O07335,P0465,2,0.05,5684.87
OI013715,O07336,P0039,1,0.1,622.9
OI013716,O07337,P0103,2,0.05,53700.49
OI013717,O07337,P0362,2,0.15,20271.5
OI013718,O07338,P0498,2,0.0,867.26
OI013719,O07339,P0182,1,0.15,274.56
OI013720,O07339,P0129,3,0.15,2319.56
OI013721,O07340,P0409,1,0.0,388.5
OI013722,O07341,P0323,1,0.1,2651.04
OI013723,O07341,P0235,1,0.0,35484.17
OI013724,O07342,P0417,1,0.1,451.39
OI013725,O07342,P0344,1,0.15,4557.36
OI013726,O07342,P0307,1,0.05,18668.48
OI013727,O07342,P0253,1,0.05,6467.57
OI013728,O07343,P0078,1,0.0,2405.45
OI013729,O07344,P0131,1,0.15,10686.98
OI013730,O07345,P0068,1,0.0,1256.22
OI013731,O07346,P0146,1,0.05,1143.39
OI013732,O07347,P0461,1,0.1,21095.88
OI013733,O07347,P0085,2,0.0,25792.46
OI013734,O07347,P0001,1,0.15,2221.48
OI013735,O07348,P0499,1,0.0,726.92
OI013736,O07348,P0091,1,0.15,2512.11
OI013737,O07348,P0205,1,0.05,3204.49
OI013738,O07349,P0135,3,0.1,749.75
OI013739,O07349,P0182,1,0.15,274.56
OI013740,O07349,P0462,1,0.1,2389.96
OI013741,O07350,P0450,2,0.15,25662.52
OI013742,O07350,P0197,2,0.1,257.53
OI013743,O07351,P0314,1,0.15,1071.23
OI013744,O07351,P0082,1,0.1,728.72
OI013745,O07352,P0263,1,0.0,2111.79
OI013746,O07353,P0206,1,0.05,457.31
OI013747,O07354,P0050,1,0.0,8546.11
OI013748,O07355,P0409,1,0.05,388.5
OI013749,O07356,P0175,2,0.15,12731.92
OI013750,O07356,P0028,1,0.1,41867.45
OI013751,O07356,P0480,1,0.15,5481.31
OI013752,O07357,P0470,2,0.05,313.24
OI013753,O07358,P0176,3,0.0,922.46
OI013754,O07359,P0227,1,0.0,859.27
OI013755,O07360,P0294,1,0.0,7542.56
OI013756,O07360,P0082,1,0.2,728.72
OI013757,O07360,P0047,3,0.0,1187.32
OI013758,O07360,P0189,2,0.0,2001.46
OI013759,O07361,P0481,3,0.15,822.86
OI013760,O07361,P0210,1,0.1,692.05
OI013761,O07361,P0465,1,0.0,5684.87
OI013762,O07362,P0144,1,0.1,1072.71
OI013763,O07362,P0184,1,0.05,13360.04
OI013764,O07362,P0191,1,0.0,824.8
OI013765,O07362,P0169,2,0.0,54527.7
OI013766,O07363,P0289,2,0.15,19514.61
OI013767,O07363,P0137,1,0.05,14168.04
OI013768,O07363,P0001,1,0.0,2221.48
OI013769,O07363,P0083,2,0.15,4107.0
OI013770,O07364,P0209,1,0.0,42626.33
OI013771,O07364,P0419,1,0.1,625.22
OI013772,O07364,P0055,3,0.15,1049.0
OI013773,O07365,P0350,1,0.1,52392.94
OI013774,O07366,P0413,1,0.0,1178.07
OI013775,O07367,P0411,1,0.1,3236.93
OI013776,O07368,P0317,1,0.15,3755.68
OI013777,O07368,P0433,2,0.15,290.0
OI013778,O07368,P0370,1,0.15,752.51
OI013779,O07369,P0051,1,0.0,2625.06
OI013780,O07369,P0209,1,0.2,42626.33
OI013781,O07369,P0393,2,0.0,2067.81
OI013782,O07370,P0456,1,0.15,13727.92
OI013783,O07371,P0382,1,0.0,2881.37
OI013784,O07372,P0052,1,0.15,20564.08
OI013785,O07373,P0254,1,0.2,19575.47
OI013786,O07374,P0358,2,0.0,3913.07
OI013787,O07375,P0102,2,0.1,1677.27
OI013788,O07376,P0108,1,0.05,2823.68
OI013789,O07377,P0098,1,0.2,1840.64
OI013790,O07377,P0345,1,0.0,305.98
OI013791,O07377,P0370,1,0.1,752.51
OI013792,O07378,P0179,2,0.0,557.58
OI013793,O07378,P0336,1,0.0,20023.01
OI013794,O07379,P0152,1,0.1,1368.76
OI013795,O07380,P0284,2,0.1,1036.9
OI013796,O07380,P0352,1,0.0,26913.75
OI013797,O07381,P0150,1,0.0,332.6
OI013798,O07381,P0320,1,0.15,1222.01
OI013799,O07381,P0268,1,0.0,442.37
OI013800,O07382,P0167,1,0.15,3698.11
OI013801,O07382,P0208,1,0.05,7158.46
OI013802,O07383,P0387,1,0.0,4102.62
OI013803,O07384,P0335,1,0.05,8417.61
OI013804,O07385,P0499,3,0.0,726.92
OI013805,O07386,P0388,1,0.15,32427.23
OI013806,O07387,P0368,2,0.05,16305.93
OI013807,O07388,P0398,3,0.05,906.48
OI013808,O07388,P0031,3,0.1,6781.06
OI013809,O07389,P0268,2,0.05,442.37
OI013810,O07389,P0131,1,0.05,10686.98
OI013811,O07390,P0366,1,0.0,1957.78
OI013812,O07390,P0378,2,0.0,4244.37
OI013813,O07390,P0471,1,0.0,596.39
OI013814,O07391,P0312,2,0.1,18439.02
OI013815,O07391,P0386,1,0.1,748.87
OI013816,O07392,P0153,1,0.15,53237.26
OI013817,O07392,P0063,1,0.15,731.11
OI013818,O07392,P0460,1,0.05,1837.81
OI013819,O07392,P0413,1,0.05,1178.07
OI013820,O07393,P0480,1,0.2,5481.31
OI013821,O07393,P0085,1,0.1,25792.46
OI013822,O07394,P0430,1,0.0,5111.31
OI013823,O07394,P0072,1,0.05,1219.15
OI013824,O07394,P0123,1,0.15,465.89
OI013825,O07395,P0254,2,0.0,19575.47
OI013826,O07395,P0322,2,0.15,59666.87
OI013827,O07395,P0148,3,0.05,19839.55
OI013828,O07395,P0477,1,0.1,892.78
OI013829,O07396,P0187,2,0.05,7734.02
OI013830,O07396,P0031,1,0.1,6781.06
OI013831,O07397,P0202,1,0.15,636.25
OI013832,O07397,P0397,1,0.0,726.5
OI013833,O07398,P0183,2,0.15,1116.66
OI013834,O07398,P0156,1,0.05,1509.01
OI013835,O07398,P0074,1,0.0,10368.98
OI013836,O07399,P0485,1,0.0,564.63
OI013837,O07399,P0077,1,0.05,27183.7
OI013838,O07400,P0102,1,0.0,1677.27
OI013839,O07401,P0111,3,0.0,16996.49
OI013840,O07401,P0330,1,0.0,681.81
OI013841,O07402,P0318,2,0.0,1980.12
OI013842,O07402,P0127,1,0.1,7740.06
OI013843,O07402,P0364,1,0.05,7613.44
OI013844,O07402,P0080,1,0.15,412.72
OI013845,O07403,P0409,2,0.0,388.5
OI013846,O07403,P0182,3,0.05,274.56
OI013847,O07403,P0211,1,0.05,1172.74
OI013848,O07404,P0129,2,0.05,2319.56
OI013849,O07404,P0425,1,0.1,52302.1
OI013850,O07404,P0015,2,0.0,2275.44
OI013851,O07405,P0113,1,0.15,689.39
OI013852,O07406,P0261,1,0.05,309.26
OI013853,O07406,P0070,1,0.0,1249.39
OI013854,O07407,P0428,3,0.0,29925.84
OI013855,O07408,P0245,1,0.0,1082.72
OI013856,O07408,P0272,1,0.0,2632.11
OI013857,O07408,P0328,1,0.05,8216.24
OI013858,O07408,P0271,1,0.05,6601.9
OI013859,O07409,P0289,1,0.0,19514.61
OI013860,O07409,P0214,1,0.0,750.29
OI013861,O07409,P0330,2,0.2,681.81
OI013862,O07410,P0095,1,0.0,789.39
OI013863,O07410,P0321,2,0.0,1946.49
OI013864,O07410,P0109,1,0.05,378.54
OI013865,O07410,P0439,1,0.05,13006.62
OI013866,O07411,P0261,3,0.2,309.26
OI013867,O07412,P0111,1,0.05,16996.49
OI013868,O07412,P0303,1,0.15,5181.97
OI013869,O07413,P0280,1,0.0,1675.72
OI013870,O07413,P0488,1,0.0,39842.04
OI013871,O07414,P0494,1,0.1,6687.28
OI013872,O07414,P0482,1,0.15,1036.66
OI013873,O07415,P0356,1,0.0,1479.73
OI013874,O07416,P0184,1,0.1,13360.04
OI013875,O07416,P0155,1,0.1,5761.42
OI013876,O07416,P0262,1,0.1,1477.11
OI013877,O07416,P0030,1,0.15,2737.23
OI013878,O07417,P0302,1,0.05,2111.29
OI013879,O07417,P0015,1,0.0,2275.44
OI013880,O07417,P0267,1,0.05,925.93
OI013881,O07418,P0294,1,0.0,7542.56
OI013882,O07418,P0203,1,0.0,6941.86
OI013883,O07419,P0404,1,0.15,2441.23
OI013884,O07419,P0248,1,0.15,2340.7
OI013885,O07420,P0254,2,0.05,19575.47
OI013886,O07420,P0109,3,0.0,378.54
OI013887,O07421,P0264,1,0.05,503.48
OI013888,O07421,P0051,3,0.0,2625.06
OI013889,O07422,P0076,2,0.0,14654.36
OI013890,O07422,P0066,1,0.1,1257.1
OI013891,O07423,P0042,1,0.0,17353.98
OI013892,O07423,P0094,2,0.15,55697.66
OI013893,O07423,P0040,1,0.05,2156.77
OI013894,O07424,P0400,1,0.0,783.87
OI013895,O07424,P0315,1,0.1,965.84
OI013896,O07424,P0329,2,0.15,15448.51
OI013897,O07424,P0168,1,0.15,4535.55
OI013898,O07425,P0202,2,0.15,636.25
OI013899,O07425,P0384,1,0.2,4720.88
OI013900,O07425,P0345,1,0.0,305.98
OI013901,O07426,P0089,2,0.05,1042.45
OI013902,O07427,P0076,1,0.05,14654.36
OI013903,O07427,P0374,1,0.1,12543.35
OI013904,O07428,P0259,1,0.1,2026.88
OI013905,O07428,P0079,2,0.05,28501.73
OI013906,O07429,P0069,1,0.1,1542.85
OI013907,O07430,P0021,1,0.1,553.83
OI013908,O07430,P0102,2,0.05,1677.27
OI013909,O07431,P0495,1,0.1,1480.7
OI013910,O07431,P0113,1,0.1,689.39
OI013911,O07431,P0176,1,0.05,922.46
OI013912,O07431,P0017,1,0.0,3788.75
OI013913,O07432,P0443,2,0.0,754.99
OI013914,O07433,P0396,1,0.1,31007.81
OI013915,O07434,P0015,2,0.0,2275.44
OI013916,O07434,P0425,2,0.1,52302.1
OI013917,O07434,P0335,1,0.0,8417.61
OI013918,O07435,P0478,2,0.1,416.21
OI013919,O07436,P0126,1,0.05,1930.05
OI013920,O07436,P0305,1,0.2,1088.95
OI013921,O07436,P0385,1,0.0,2810.29
OI013922,O07437,P0148,1,0.0,19839.55
OI013923,O07438,P0104,1,0.2,3379.66
OI013924,O07438,P0456,1,0.0,13727.92
OI013925,O07439,P0443,1,0.15,754.99
OI013926,O07439,P0333,1,0.15,13799.36
OI013927,O07440,P0449,2,0.15,1299.7
OI013928,O07440,P0292,1,0.05,1730.94
OI013929,O07441,P0335,2,0.0,8417.61
OI013930,O07441,P0187,2,0.0,7734.02
OI013931,O07441,P0096,2,0.2,44145.07
OI013932,O07441,P0080,1,0.0,412.72
OI013933,O07442,P0391,1,0.0,465.53
OI013934,O07443,P0322,1,0.0,59666.87
OI013935,O07443,P0437,1,0.05,8041.97
OI013936,O07444,P0056,1,0.05,9462.21
OI013937,O07444,P0293,1,0.05,25902.61
OI013938,O07444,P0416,1,0.05,1496.72
OI013939,O07445,P0177,1,0.0,1206.8
OI013940,O07445,P0390,3,0.05,892.03
OI013941,O07446,P0481,1,0.0,822.86
OI013942,O07446,P0456,1,0.0,13727.92
OI013943,O07446,P0025,2,0.0,6316.68
OI013944,O07446,P0089,1,0.15,1042.45
OI013945,O07447,P0476,1,0.1,488.59
OI013946,O07448,P0432,2,0.05,934.25
OI013947,O07448,P0221,1,0.05,703.03
OI013948,O07449,P0114,1,0.15,6369.07
OI013949,O07449,P0334,1,0.0,10521.47
OI013950,O07450,P0236,1,0.0,305.07
OI013951,O07451,P0376,1,0.05,36504.09
OI013952,O07451,P0288,1,0.0,16003.12
OI013953,O07452,P0496,1,0.0,2384.01
OI013954,O07453,P0486,1,0.0,824.11
OI013955,O07453,P0080,1,0.15,412.72
OI013956,O07454,P0322,1,0.0,59666.87
OI013957,O07454,P0328,1,0.15,8216.24
OI013958,O07454,P0178,2,0.05,55283.9
OI013959,O07455,P0049,2,0.0,1929.71
OI013960,O07455,P0360,1,0.05,28814.32
OI013961,O07456,P0498,2,0.1,867.26
OI013962,O07456,P0211,1,0.05,1172.74
OI013963,O07457,P0331,1,0.0,23081.69
OI013964,O07457,P0309,1,0.05,8852.86
OI013965,O07458,P0393,3,0.0,2067.81
OI013966,O07458,P0384,3,0.0,4720.88
OI013967,O07459,P0212,3,0.0,1982.97
OI013968,O07460,P0281,1,0.05,56642.72
OI013969,O07461,P0490,1,0.0,5181.92
OI013970,O07461,P0351,1,0.1,1544.55
OI013971,O07462,P0317,1,0.1,3755.68
OI013972,O07462,P0079,1,0.15,28501.73
OI013973,O07462,P0275,1,0.15,253.55
OI013974,O07463,P0165,1,0.05,1862.7
OI013975,O07464,P0396,1,0.05,31007.81
OI013976,O07465,P0248,1,0.2,2340.7
OI013977,O07465,P0106,1,0.05,4136.32
OI013978,O07466,P0134,2,0.1,28242.38
OI013979,O07466,P0038,1,0.1,56272.22
OI013980,O07467,P0158,1,0.15,24323.4
OI013981,O07467,P0228,1,0.0,22194.29
OI013982,O07468,P0235,2,0.05,35484.17
OI013983,O07469,P0135,1,0.05,749.75
OI013984,O07469,P0145,1,0.05,1100.58
OI013985,O07469,P0362,1,0.15,20271.5
OI013986,O07470,P0160,1,0.0,1481.54
OI013987,O07470,P0353,1,0.0,38873.51
OI013988,O07471,P0495,1,0.05,1480.7
OI013989,O07471,P0343,1,0.05,818.65
OI013990,O07471,P0344,2,0.05,4557.36
OI013991,O07472,P0408,1,0.05,12411.5
OI013992,O07472,P0126,1,0.0,1930.05
OI013993,O07473,P0037,1,0.0,369.34
OI013994,O07473,P0472,1,0.0,4464.22
OI013995,O07473,P0063,1,0.0,731.11
OI013996,O07474,P0046,3,0.1,2162.01
OI013997,O07474,P0190,1,0.05,538.75
OI013998,O07474,P0285,1,0.15,26941.99
OI013999,O07475,P0440,2,0.05,1150.47
OI014000,O07476,P0068,2,0.0,1256.22
OI014001,O07476,P0055,2,0.05,1049.0
OI014002,O07476,P0413,2,0.1,1178.07
OI014003,O07477,P0365,2,0.15,307.23
OI014004,O07477,P0107,1,0.0,1050.76
OI014005,O07478,P0342,2,0.1,817.78
OI014006,O07478,P0005,1,0.1,1277.7
OI014007,O07479,P0107,1,0.0,1050.76
OI014008,O07479,P0102,3,0.15,1677.27
OI014009,O07480,P0391,1,0.0,465.53
OI014010,O07481,P0304,1,0.05,24265.75
OI014011,O07481,P0059,1,0.05,295.22
OI014012,O07482,P0335,2,0.0,8417.61
OI014013,O07483,P0260,3,0.15,13063.8
OI014014,O07483,P0090,2,0.2,1508.51
OI014015,O07483,P0372,1,0.15,1030.81
OI014016,O07484,P0387,1,0.1,4102.62
OI014017,O07484,P0018,1,0.05,766.44
OI014018,O07485,P0037,1,0.1,369.34
OI014019,O07486,P0432,2,0.0,934.25
OI014020,O07487,P0249,1,0.15,3213.44
OI014021,O07487,P0457,1,0.0,1148.65
OI014022,O07488,P0433,1,0.1,290.0
OI014023,O07488,P0144,1,0.1,1072.71
OI014024,O07489,P0384,1,0.0,4720.88
OI014025,O07490,P0433,1,0.0,290.0
OI014026,O07491,P0206,3,0.05,457.31
OI014027,O07491,P0285,1,0.05,26941.99
OI014028,O07492,P0275,1,0.1,253.55
OI014029,O07493,P0165,1,0.1,1862.7
OI014030,O07493,P0233,1,0.05,14294.54
OI014031,O07493,P0305,2,0.1,1088.95
OI014032,O07494,P0122,1,0.1,1224.32
OI014033,O07494,P0458,1,0.0,11047.76
OI014034,O07495,P0391,1,0.15,465.53
OI014035,O07495,P0212,2,0.1,1982.97
OI014036,O07495,P0478,1,0.0,416.21
OI014037,O07496,P0144,1,0.05,1072.71
OI014038,O07496,P0166,2,0.1,1458.1
OI014039,O07496,P0395,1,0.1,35468.55
OI014040,O07496,P0236,2,0.1,305.07
OI014041,O07497,P0011,2,0.2,366.55
OI014042,O07498,P0029,1,0.1,1061.1
OI014043,O07498,P0020,1,0.15,3651.62
OI014044,O07499,P0076,3,0.1,14654.36
OI014045,O07500,P0496,1,0.05,2384.01
OI014046,O07501,P0206,2,0.0,457.31
OI014047,O07502,P0044,1,0.0,59238.58
OI014048,O07503,P0029,1,0.15,1061.1
OI014049,O07504,P0210,1,0.0,692.05
OI014050,O07504,P0019,1,0.0,836.88
OI014051,O07504,P0336,1,0.1,20023.01
OI014052,O07505,P0257,1,0.05,6170.04
OI014053,O07506,P0227,1,0.05,859.27
OI014054,O07506,P0410,2,0.05,15658.55
OI014055,O07506,P0408,2,0.1,12411.5
OI014056,O07507,P0120,2,0.0,3967.34
OI014057,O07508,P0232,3,0.0,769.0
OI014058,O07509,P0089,1,0.15,1042.45
OI014059,O07509,P0340,2,0.05,32636.03
OI014060,O07509,P0300,2,0.0,1511.88
OI014061,O07509,P0138,2,0.05,23653.68
OI014062,O07510,P0482,1,0.0,1036.66
OI014063,O07511,P0138,1,0.0,23653.68
OI014064,O07511,P0065,1,0.05,937.04
OI014065,O07511,P0088,1,0.0,499.34
OI014066,O07512,P0433,1,0.2,290.0
OI014067,O07512,P0161,1,0.0,30912.64
OI014068,O07513,P0466,2,0.05,1253.39
OI014069,O07513,P0101,3,0.15,1539.79
OI014070,O07514,P0140,1,0.0,6520.36
OI014071,O07515,P0242,1,0.1,3997.68
OI014072,O07516,P0281,1,0.05,56642.72
OI014073,O07516,P0110,1,0.0,331.8
OI014074,O07516,P0323,1,0.0,2651.04
OI014075,O07517,P0443,3,0.0,754.99
OI014076,O07517,P0116,3,0.0,30307.3
OI014077,O07517,P0362,1,0.1,20271.5
OI014078,O07518,P0158,1,0.15,24323.4
OI014079,O07518,P0354,2,0.0,663.27
OI014080,O07519,P0034,1,0.0,1194.41
OI014081,O07519,P0500,2,0.15,27201.35
OI014082,O07520,P0078,1,0.1,2405.45
OI014083,O07521,P0402,2,0.0,1263.86
OI014084,O07521,P0180,2,0.0,846.25
OI014085,O07521,P0416,1,0.15,1496.72
OI014086,O07522,P0416,2,0.1,1496.72
OI014087,O07522,P0484,2,0.15,26965.87
OI014088,O07522,P0482,1,0.05,1036.66
OI014089,O07523,P0213,1,0.1,654.12
OI014090,O07523,P0284,1,0.05,1036.9
OI014091,O07524,P0330,1,0.05,681.81
OI014092,O07524,P0211,2,0.2,1172.74
OI014093,O07525,P0194,1,0.15,1575.31
OI014094,O07525,P0111,1,0.1,16996.49
OI014095,O07526,P0289,1,0.05,19514.61
OI014096,O07527,P0097,1,0.0,1186.2
OI014097,O07527,P0411,2,0.15,3236.93
OI014098,O07527,P0055,1,0.0,1049.0
OI014099,O07527,P0199,1,0.1,666.04
OI014100,O07528,P0046,2,0.1,2162.01
OI014101,O07528,P0412,2,0.2,2807.84
OI014102,O07528,P0430,1,0.05,5111.31
OI014103,O07528,P0086,3,0.0,935.33
OI014104,O07529,P0152,1,0.0,1368.76
OI014105,O07529,P0251,1,0.0,7516.78
OI014106,O07529,P0421,1,0.15,55926.33
OI014107,O07529,P0100,1,0.05,14238.78
OI014108,O07530,P0057,3,0.05,2203.21
