payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY08680,O08680,2024-05-28,UPI,Failed,599.44
PAY08681,O08681,2023-01-05,COD,Success,11273.73
PAY08682,O08682,2025-03-17,UPI,Success,1219.15
PAY08683,O08683,2025-01-16,Credit Card,Success,629.87
PAY08684,O08684,2023-04-15,UPI,Success,12617.74
PAY08685,O08685,2024-01-08,Debit Card,Success,5389.86
PAY08686,O08686,2023-10-09,Credit Card,Success,2135.3
PAY08687,O08687,2025-01-12,Credit Card,Success,9783.64
PAY08688,O08688,2023-10-11,Net Banking,Success,499.28
PAY08689,O08689,2023-08-25,Credit Card,Success,2309.43
PAY08690,O08690,2023-12-06,UPI,Success,9432.21
PAY08691,O08691,2024-04-01,Net Banking,Success,80037.54
PAY08692,O08692,2024-12-27,UPI,Success,1455.88
PAY08693,O08693,2024-02-15,Credit Card,Failed,5916.98
PAY08694,O08694,2024-07-12,Debit Card,Failed,451.39
PAY08695,O08695,2024-04-07,COD,Failed,22069.6
PAY08696,O08696,2023-07-10,Debit Card,Success,1082.47
PAY08697,O08697,2023-06-08,COD,Success,3983.32
PAY08698,O08698,2025-06-14,COD,Success,9985.69
PAY08699,O08699,2025-05-13,UPI,Success,1592.72
PAY08700,O08700,2025-11-15,Debit Card,Success,6440.45
PAY08701,O08701,2025-07-19,Debit Card,Success,915.61
PAY08702,O08702,2023-02-22,UPI,Success,11732.9
PAY08703,O08703,2024-10-23,UPI,Success,2817.99
PAY08704,O08704,2023-02-04,Debit Card,Success,9083.93
PAY08705,O08705,2024-03-04,Net Banking,Success,44145.07
PAY08706,O08706,2023-12-05,Debit Card,Success,58663.71
PAY08707,O08707,2024-12-20,Debit Card,Refunded,26275.74
PAY08708,O08708,2024-05-22,UPI,Success,6197.97
PAY08709,O08709,2023-03-21,UPI,Success,47183.7
PAY08710,O08710,2025-11-20,Credit Card,Success,2199.2
PAY08711,O08711,2023-08-14,UPI,Success,2370.02
PAY08712,O08712,2023-06-30,Debit Card,Success,110166.62
PAY08713,O08713,2024-02-23,UPI,Success,507.1
PAY08714,O08714,2024-10-17,Credit Card,Refunded,9462.21
PAY08715,O08715,2025-01-13,UPI,Success,3075.08
PAY08716,O08716,2023-11-11,UPI,Success,2755.46
PAY08717,O08717,2025-12-25,Credit Card,Failed,28499.56
PAY08718,O08718,2023-11-05,UPI,Success,132331.39
PAY08719,O08719,2023-02-11,UPI,Success,56522.06
PAY08720,O08720,2023-12-29,Credit Card,Success,6469.67
PAY08721,O08721,2025-09-07,Credit Card,Failed,7872.66
PAY08722,O08722,2025-06-18,UPI,Success,62809.14
PAY08723,O08723,2025-11-19,Credit Card,Success,1332.49
PAY08724,O08724,2025-07-20,UPI,Success,5670.52
PAY08725,O08725,2024-12-28,UPI,Success,39255.41
PAY08726,O08726,2025-01-03,COD,Success,3581.81
PAY08727,O08727,2025-08-19,Credit Card,Success,65890.93
PAY08728,O08728,2024-09-09,UPI,Success,689.39
PAY08729,O08729,2024-05-14,COD,Success,5473.35
PAY08730,O08730,2023-07-18,COD,Success,531.51
PAY08731,O08731,2023-02-04,UPI,Success,40075.47
PAY08732,O08732,2023-12-01,UPI,Success,80339.11
PAY08733,O08733,2023-08-23,Credit Card,Refunded,82132.37
PAY08734,O08734,2024-06-14,Debit Card,Success,2600.36
PAY08735,O08735,2025-06-05,Credit Card,Success,15147.2
PAY08736,O08736,2025-03-30,Debit Card,Success,932.4
PAY08737,O08737,2025-08-11,Debit Card,Refunded,105640.78
PAY08738,O08738,2025-01-14,Net Banking,Success,2997.38
PAY08739,O08739,2024-03-05,COD,Success,1017.51
PAY08740,O08740,2025-10-02,UPI,Refunded,27835.67
PAY08741,O08741,2024-07-24,Credit Card,Failed,12954.83
PAY08742,O08742,2023-05-31,Credit Card,Success,82318.67
PAY08743,O08743,2025-05-27,Credit Card,Success,167093.93
PAY08744,O08744,2023-12-12,Net Banking,Failed,5181.97
PAY08745,O08745,2025-07-23,UPI,Success,45406.01
PAY08746,O08746,2024-09-13,Debit Card,Success,43167.97
PAY08747,O08747,2023-05-31,COD,Success,17019.56
PAY08748,O08748,2025-01-15,UPI,Success,30307.3
PAY08749,O08749,2023-09-24,COD,Success,23680.26
PAY08750,O08750,2023-05-13,COD,Success,60951.92
PAY08751,O08751,2023-05-28,UPI,Failed,636.25
PAY08752,O08752,2024-08-27,UPI,Success,37043.5
PAY08753,O08753,2025-06-22,UPI,Failed,737.17
PAY08754,O08754,2024-01-11,UPI,Success,13123.71
PAY08755,O08755,2024-05-18,Debit Card,Success,16529.24
PAY08756,O08756,2025-11-02,Net Banking,Success,45425.48
PAY08757,O08757,2025-10-10,UPI,Success,629.07
PAY08758,O08758,2023-03-13,UPI,Success,5308.4
PAY08759,O08759,2023-09-20,UPI,Success,1378.78
PAY08760,O08760,2024-11-27,Net Banking,Success,16452.12
PAY08761,O08761,2025-05-10,Debit Card,Success,2297.3
PAY08762,O08762,2023-08-23,UPI,Success,1795.11
PAY08763,O08763,2025-11-06,COD,Success,63531.49
PAY08764,O08764,2024-09-10,Net Banking,Success,3717.42
PAY08765,O08765,2024-04-28,Credit Card,Success,44000.77
PAY08766,O08766,2025-11-09,UPI,Success,56376.64
PAY08767,O08767,2025-01-30,UPI,Success,35322.6
PAY08768,O08768,2024-04-18,UPI,Success,290.68
PAY08769,O08769,2023-06-12,UPI,Success,886.28
PAY08770,O08770,2024-10-01,UPI,Success,3655.05
PAY08771,O08771,2025-11-24,COD,Success,3741.83
PAY08772,O08772,2025-01-01,UPI,Success,3612.62
PAY08773,O08773,2025-01-25,Credit Card,Failed,26983.59
PAY08774,O08774,2025-11-10,UPI,Success,21233.19
PAY08775,O08775,2025-01-08,UPI,Success,1086.22
PAY08776,O08776,2023-06-17,Debit Card,Failed,27276.57
PAY08777,O08777,2023-06-23,UPI,Refunded,46574.03
PAY08778,O08778,2025-04-04,Net Banking,Success,47814.01
PAY08779,O08779,2023-07-19,UPI,Success,75361.41
PAY08780,O08780,2023-02-21,UPI,Success,55810.04
PAY08781,O08781,2023-11-26,COD,Success,4674.21
PAY08782,O08782,2023-10-21,Net Banking,Success,13697.09
PAY08783,O08783,2023-10-07,Net Banking,Success,20198.47
PAY08784,O08784,2023-12-30,COD,Success,47694.64
PAY08785,O08785,2024-07-24,Net Banking,Success,28429.47
PAY08786,O08786,2023-06-05,COD,Failed,2183.74
PAY08787,O08787,2025-09-19,UPI,Failed,5352.46
PAY08788,O08788,2025-08-03,COD,Success,6346.96
PAY08789,O08789,2024-11-29,Credit Card,Success,27684.71
PAY08790,O08790,2023-10-01,Credit Card,Success,90831.58
PAY08791,O08791,2024-03-19,UPI,Success,4963.55
PAY08792,O08792,2024-05-28,Debit Card,Failed,13708.35
PAY08793,O08793,2025-03-20,Debit Card,Success,4922.87
PAY08794,O08794,2024-02-16,COD,Success,2632.11
PAY08795,O08795,2025-11-05,UPI,Success,2786.05
PAY08796,O08796,2023-03-22,UPI,Success,24457.58
PAY08797,O08797,2024-11-17,Credit Card,Success,28113.29
PAY08798,O08798,2024-06-29,UPI,Failed,5436.26
PAY08799,O08799,2023-03-30,Debit Card,Refunded,1601.56
PAY08800,O08800,2025-08-30,UPI,Success,6675.23
PAY08801,O08801,2023-09-11,UPI,Success,3129.16
PAY08802,O08802,2025-01-16,Credit Card,Success,29077.79
PAY08803,O08803,2023-05-20,Debit Card,Success,19953.5
PAY08804,O08804,2024-12-10,UPI,Success,88842.07
PAY08805,O08805,2023-11-03,UPI,Success,16028.12
PAY08806,O08806,2023-06-23,Credit Card,Success,33849.23
PAY08807,O08807,2024-06-10,Net Banking,Success,32339.32
PAY08808,O08808,2023-11-26,Net Banking,Success,2104.89
PAY08809,O08809,2023-06-04,Debit Card,Success,6652.22
PAY08810,O08810,2024-12-09,COD,Success,1033.79
PAY08811,O08811,2024-08-29,UPI,Success,12268.72
PAY08812,O08812,2025-05-03,UPI,Refunded,10115.05
PAY08813,O08813,2023-11-08,Debit Card,Success,16855.36
PAY08814,O08814,2024-08-13,Debit Card,Success,5237.14
PAY08815,O08815,2025-01-01,UPI,Success,2589.16
PAY08816,O08816,2024-02-13,Credit Card,Success,26836.39
PAY08817,O08817,2024-12-20,UPI,Success,55589.43
PAY08818,O08818,2023-07-03,Debit Card,Refunded,12802.5
PAY08819,O08819,2024-09-18,COD,Success,29084.41
PAY08820,O08820,2023-08-27,COD,Success,86573.74
PAY08821,O08821,2024-02-10,Debit Card,Success,14523.07
PAY08822,O08822,2024-07-16,UPI,Success,33043.0
PAY08823,O08823,2024-08-04,COD,Success,8500.25
PAY08824,O08824,2023-03-29,UPI,Failed,4600.18
PAY08825,O08825,2025-02-28,COD,Success,5302.08
PAY08826,O08826,2025-01-16,UPI,Success,41309.08
PAY08827,O08827,2024-01-07,Credit Card,Refunded,588.24
PAY08828,O08828,2025-06-20,Credit Card,Success,16842.2
PAY08829,O08829,2023-02-13,UPI,Success,12428.16
PAY08830,O08830,2024-04-10,COD,Success,12003.34
PAY08831,O08831,2025-07-03,Credit Card,Refunded,74168.18
PAY08832,O08832,2024-04-19,UPI,Success,15284.13
PAY08833,O08833,2025-09-17,UPI,Success,8890.98
PAY08834,O08834,2023-06-23,Debit Card,Success,24437.18
PAY08835,O08835,2023-08-26,UPI,Success,48869.86
PAY08836,O08836,2025-12-07,Credit Card,Refunded,2481.65
PAY08837,O08837,2023-08-22,Credit Card,Success,12723.04
PAY08838,O08838,2024-02-22,UPI,Success,99702.07
PAY08839,O08839,2023-09-23,UPI,Success,934.25
PAY08840,O08840,2023-07-10,Credit Card,Success,19656.84
PAY08841,O08841,2023-12-25,UPI,Success,51609.1
PAY08842,O08842,2023-05-20,UPI,Success,1511.88
PAY08843,O08843,2024-07-01,UPI,Success,182307.57
PAY08844,O08844,2025-06-04,Credit Card,Success,8616.94
PAY08845,O08845,2023-03-15,UPI,Success,16677.04
PAY08846,O08846,2023-06-12,Net Banking,Success,26904.05
PAY08847,O08847,2023-08-13,COD,Success,6871.09
PAY08848,O08848,2023-07-04,UPI,Refunded,3914.34
PAY08849,O08849,2023-04-07,UPI,Success,3681.59
PAY08850,O08850,2024-11-15,COD,Refunded,5902.86
PAY08851,O08851,2025-09-04,Credit Card,Failed,32808.04
PAY08852,O08852,2024-10-17,COD,Success,37724.62
PAY08853,O08853,2024-05-12,Debit Card,Success,521.11
PAY08854,O08854,2023-03-03,UPI,Success,86201.02
PAY08855,O08855,2025-05-10,COD,Refunded,54889.94
PAY08856,O08856,2023-03-15,Credit Card,Failed,8504.42
PAY08857,O08857,2024-04-28,Debit Card,Refunded,10539.76
PAY08858,O08858,2023-04-25,UPI,Refunded,20232.27
PAY08859,O08859,2025-06-30,UPI,Success,1803.84
PAY08860,O08860,2024-07-08,UPI,Success,2847.51
PAY08861,O08861,2024-07-03,UPI,Failed,488.59
PAY08862,O08862,2023-05-22,Credit Card,Success,32796.49
PAY08863,O08863,2024-02-12,UPI,Success,39852.58
PAY08864,O08864,2024-05-04,COD,Success,67000.23
PAY08865,O08865,2025-06-15,UPI,Success,2512.44
PAY08866,O08866,2023-07-24,COD,Success,725.18
PAY08867,O08867,2023-10-22,Net Banking,Success,3183.92
PAY08868,O08868,2025-05-11,UPI,Success,13812.62
PAY08869,O08869,2024-08-04,UPI,Success,54367.4
PAY08870,O08870,2024-11-01,Debit Card,Success,20668.37
PAY08871,O08871,2025-06-23,Debit Card,Failed,24124.36
PAY08872,O08872,2023-01-18,UPI,Failed,781.72
PAY08873,O08873,2025-01-06,UPI,Success,20845.42
PAY08874,O08874,2024-09-13,UPI,Success,1452.58
PAY08875,O08875,2024-10-06,Credit Card,Success,11787.57
PAY08876,O08876,2024-06-25,UPI,Success,2755.46
PAY08877,O08877,2023-07-18,Credit Card,Success,16343.47
PAY08878,O08878,2023-04-03,UPI,Success,26715.04
PAY08879,O08879,2025-10-22,Debit Card,Success,4435.85
PAY08880,O08880,2025-02-28,COD,Success,1137.47
PAY08881,O08881,2025-09-03,COD,Refunded,11391.15
PAY08882,O08882,2024-09-02,UPI,Success,8603.68
PAY08883,O08883,2024-04-09,Net Banking,Success,20969.1
PAY08884,O08884,2025-02-17,Credit Card,Success,499.28
PAY08885,O08885,2025-10-25,COD,Success,67390.24
PAY08886,O08886,2024-07-06,Debit Card,Success,8272.64
PAY08887,O08887,2025-06-27,Credit Card,Success,28886.87
PAY08888,O08888,2023-08-30,Debit Card,Success,111583.69
PAY08889,O08889,2025-03-19,UPI,Success,18829.77
PAY08890,O08890,2025-06-16,UPI,Success,29387.38
PAY08891,O08891,2025-10-05,UPI,Success,648.58
PAY08892,O08892,2025-12-20,COD,Success,4366.08
PAY08893,O08893,2025-12-21,COD,Refunded,119561.94
PAY08894,O08894,2025-02-07,COD,Success,47794.46
PAY08895,O08895,2023-02-12,COD,Success,749.92
PAY08896,O08896,2025-05-25,Net Banking,Failed,998.84
PAY08897,O08897,2024-02-17,Credit Card,Success,5631.11
PAY08898,O08898,2024-01-18,UPI,Refunded,5441.08
PAY08899,O08899,2023-06-14,Debit Card,Success,10132.96
PAY08900,O08900,2024-12-10,UPI,Success,4973.5
PAY08901,O08901,2023-10-30,UPI,Success,33688.37
PAY08902,O08902,2025-02-12,Debit Card,Success,3966.79
PAY08903,O08903,2025-12-07,UPI,Success,7353.06
PAY08904,O08904,2024-01-03,UPI,Success,3280.82
PAY08905,O08905,2024-10-10,Debit Card,Success,27206.4
PAY08906,O08906,2025-11-22,UPI,Success,26830.26
PAY08907,O08907,2024-05-21,Credit Card,Success,1245.69
PAY08908,O08908,2024-09-04,UPI,Success,1327.8
PAY08909,O08909,2023-03-20,Debit Card,Success,44464.4
PAY08910,O08910,2024-12-08,UPI,Success,7146.99
PAY08911,O08911,2023-03-09,Debit Card,Success,8384.18
PAY08912,O08912,2025-11-19,Net Banking,Success,2961.08
PAY08913,O08913,2025-07-24,COD,Success,4200.55
PAY08914,O08914,2024-02-04,COD,Success,102582.18
PAY08915,O08915,2023-02-26,Net Banking,Success,6356.3
PAY08916,O08916,2024-07-22,UPI,Success,3453.89
PAY08917,O08917,2024-09-10,COD,Success,23240.32
PAY08918,O08918,2023-12-10,Credit Card,Success,438.45
PAY08919,O08919,2024-02-28,UPI,Success,3066.09
PAY08920,O08920,2024-03-16,Debit Card,Success,5113.87
PAY08921,O08921,2024-02-19,UPI,Success,89895.7
PAY08922,O08922,2025-05-23,UPI,Success,30358.58
PAY08923,O08923,2023-05-13,Debit Card,Success,6315.78
PAY08924,O08924,2024-03-06,UPI,Success,9208.12
PAY08925,O08925,2024-12-06,UPI,Success,3579.24
PAY08926,O08926,2023-09-25,COD,Success,25792.46
PAY08927,O08927,2023-04-17,UPI,Success,53810.58
PAY08928,O08928,2023-03-07,COD,Success,15562.84
PAY08929,O08929,2025-10-05,Credit Card,Success,892.03
PAY08930,O08930,2025-12-11,COD,Failed,121092.12
PAY08931,O08931,2024-12-11,Credit Card,Success,3538.96
PAY08932,O08932,2023-10-17,Credit Card,Success,2531.48
PAY08933,O08933,2023-08-20,Credit Card,Success,16419.52
PAY08934,O08934,2024-01-25,COD,Success,13955.82
PAY08935,O08935,2025-11-12,UPI,Refunded,7020.62
PAY08936,O08936,2024-12-30,Debit Card,Failed,4249.9
PAY08937,O08937,2024-11-17,UPI,Success,12486.79
PAY08938,O08938,2025-06-27,COD,Success,48385.46
PAY08939,O08939,2024-06-06,UPI,Success,3272.79
PAY08940,O08940,2023-12-30,UPI,Failed,1568.87
PAY08941,O08941,2023-02-28,Debit Card,Success,72910.16
PAY08942,O08942,2024-05-01,Debit Card,Success,47918.66
PAY08943,O08943,2025-03-10,Debit Card,Success,83896.72
PAY08944,O08944,2023-12-07,UPI,Success,4366.08
PAY08945,O08945,2024-05-02,Debit Card,Success,2368.17
PAY08946,O08946,2024-11-21,UPI,Success,60620.73
PAY08947,O08947,2025-11-07,Net Banking,Refunded,7883.87
PAY08948,O08948,2023-05-02,Credit Card,Success,49113.09
PAY08949,O08949,2023-11-28,UPI,Success,8695.55
PAY08950,O08950,2023-03-27,COD,Success,58543.83
PAY08951,O08951,2025-01-16,UPI,Success,3185.44
PAY08952,O08952,2024-01-23,Net Banking,Success,6781.06
PAY08953,O08953,2023-11-19,Debit Card,Success,4607.82
PAY08954,O08954,2024-03-25,Debit Card,Refunded,1677.27
PAY08955,O08955,2025-06-23,UPI,Success,1730.94
PAY08956,O08956,2023-03-16,Debit Card,Failed,2478.55
PAY08957,O08957,2023-09-13,UPI,Success,31690.26
PAY08958,O08958,2025-05-11,COD,Success,45936.35
PAY08959,O08959,2025-07-05,UPI,Success,50266.97
PAY08960,O08960,2025-10-21,UPI,Success,1469.79
PAY08961,O08961,2025-05-16,Credit Card,Failed,1787.93
PAY08962,O08962,2025-06-20,COD,Success,5454.98
PAY08963,O08963,2025-09-13,Debit Card,Success,2243.4
PAY08964,O08964,2025-04-09,Debit Card,Success,3582.59
PAY08965,O08965,2024-08-30,UPI,Success,2452.88
PAY08966,O08966,2024-08-10,UPI,Success,3489.73
PAY08967,O08967,2023-01-02,Credit Card,Success,48159.56
PAY08968,O08968,2024-01-18,UPI,Success,8305.25
PAY08969,O08969,2024-11-21,COD,Success,86514.92
PAY08970,O08970,2023-07-25,UPI,Success,7618.96
PAY08971,O08971,2023-01-26,UPI,Success,581.3
PAY08972,O08972,2023-04-18,COD,Success,5248.6
PAY08973,O08973,2025-05-19,Net Banking,Refunded,33596.58
PAY08974,O08974,2023-10-02,Debit Card,Success,1317.64
PAY08975,O08975,2023-01-18,UPI,Success,11180.88
PAY08976,O08976,2023-10-25,Credit Card,Refunded,23312.35
PAY08977,O08977,2024-08-17,UPI,Refunded,12865.09
PAY08978,O08978,2025-05-27,Debit Card,Success,1925.54
PAY08979,O08979,2025-11-18,UPI,Success,1018.48
PAY08980,O08980,2023-07-04,UPI,Failed,690.57
PAY08981,O08981,2024-11-05,UPI,Failed,10926.4
PAY08982,O08982,2024-03-24,Debit Card,Success,15738.87
PAY08983,O08983,2024-08-10,UPI,Success,3490.95
PAY08984,O08984,2024-02-26,UPI,Success,5139.02
PAY08985,O08985,2023-08-29,Credit Card,Success,1918.55
PAY08986,O08986,2024-05-28,UPI,Success,52421.04
PAY08987,O08987,2025-03-16,UPI,Success,4241.01
PAY08988,O08988,2024-03-16,UPI,Success,551.0
PAY08989,O08989,2025-02-11,COD,Failed,1557.87
PAY08990,O08990,2025-10-19,COD,Success,18938.65
PAY08991,O08991,2024-06-08,COD,Success,52095.55
PAY08992,O08992,2024-07-25,Credit Card,Success,43632.71
PAY08993,O08993,2024-12-14,Net Banking,Failed,65750.23
PAY08994,O08994,2023-04-25,UPI,Success,40544.26
PAY08995,O08995,2024-02-10,Debit Card,Failed,17031.98
PAY08996,O08996,2023-08-24,Debit Card,Success,2546.98
PAY08997,O08997,2025-10-26,UPI,Success,1146.14
PAY08998,O08998,2024-01-02,UPI,Success,28791.94
PAY08999,O08999,2025-04-26,Net Banking,Success,7086.85
PAY09000,O09000,2025-04-29,Debit Card,Success,499.34
PAY09001,O09001,2023-02-22,UPI,Success,6236.1
PAY09002,O09002,2023-10-29,Credit Card,Success,1690.35
PAY09003,O09003,2025-05-13,Debit Card,Success,53866.51
PAY09004,O09004,2025-12-23,Net Banking,Success,1149.93
PAY09005,O09005,2023-03-26,Debit Card,Success,25547.97
PAY09006,O09006,2025-10-15,Debit Card,Success,3532.1
PAY09007,O09007,2025-07-13,COD,Success,38739.4
PAY09008,O09008,2025-06-09,Debit Card,Success,1868.53
PAY09009,O09009,2025-07-05,Net Banking,Success,60433.37
PAY09010,O09010,2024-05-19,Credit Card,Success,5857.65
PAY09011,O09011,2024-11-26,Debit Card,Failed,38410.14
PAY09012,O09012,2023-04-11,Debit Card,Success,3606.62
PAY09013,O09013,2025-06-28,Credit Card,Failed,2807.84
PAY09014,O09014,2025-02-01,UPI,Refunded,157408.54
PAY09015,O09015,2023-11-11,COD,Success,1629.63
PAY09016,O09016,2023-09-05,UPI,Success,63287.64
PAY09017,O09017,2023-09-23,UPI,Success,22876.69
PAY09018,O09018,2024-03-01,Debit Card,Failed,6162.01
PAY09019,O09019,2025-03-05,Credit Card,Success,2674.95
PAY09020,O09020,2025-12-19,UPI,Success,35650.07
PAY09021,O09021,2023-11-20,COD,Success,2017.04
PAY09022,O09022,2025-03-03,UPI,Success,2882.57
PAY09023,O09023,2025-04-28,UPI,Success,7214.38
PAY09024,O09024,2023-03-05,UPI,Success,41959.61
PAY09025,O09025,2024-08-17,Net Banking,Success,3553.52
PAY09026,O09026,2025-08-21,Credit Card,Success,4218.88
PAY09027,O09027,2025-05-19,UPI,Success,20541.21
PAY09028,O09028,2024-05-29,Credit Card,Success,1901.39
PAY09029,O09029,2025-01-19,Credit Card,Success,35484.17
PAY09030,O09030,2023-02-20,Net Banking,Success,392.08
PAY09031,O09031,2024-09-10,COD,Success,2517.36
PAY09032,O09032,2023-04-09,UPI,Refunded,1143.39
PAY09033,O09033,2023-11-21,Debit Card,Success,3732.73
PAY09034,O09034,2024-08-15,Credit Card,Success,109427.12
PAY09035,O09035,2024-02-09,UPI,Success,63093.01
PAY09036,O09036,2023-06-04,UPI,Success,3945.12
PAY09037,O09037,2024-06-25,Debit Card,Success,49687.0
PAY09038,O09038,2023-05-28,Credit Card,Success,1368.76
PAY09039,O09039,2025-07-16,Debit Card,Success,2084.51
PAY09040,O09040,2025-05-14,UPI,Success,101284.55
PAY09041,O09041,2024-12-02,Credit Card,Success,1509.01
PAY09042,O09042,2025-03-01,COD,Success,54342.62
PAY09043,O09043,2023-09-16,UPI,Success,270.24
PAY09044,O09044,2024-12-17,Debit Card,Failed,54527.7
PAY09045,O09045,2024-03-15,COD,Success,1561.95
PAY09046,O09046,2024-06-20,Credit Card,Success,1840.64
PAY09047,O09047,2023-06-25,COD,Success,980.06
PAY09048,O09048,2024-12-14,Debit Card,Success,3960.24
PAY09049,O09049,2024-05-06,Debit Card,Success,9925.62
PAY09050,O09050,2024-08-28,UPI,Success,1506.96
PAY09051,O09051,2024-07-15,Debit Card,Refunded,2648.38
PAY09052,O09052,2023-08-09,COD,Success,615.2
PAY09053,O09053,2025-10-19,Debit Card,Success,5763.08
PAY09054,O09054,2023-02-26,Credit Card,Success,19514.61
PAY09055,O09055,2025-01-13,Debit Card,Success,30198.79
PAY09056,O09056,2023-12-06,Net Banking,Success,924.18
PAY09057,O09057,2024-12-20,UPI,Success,42463.4
PAY09058,O09058,2025-09-18,Debit Card,Success,4620.54
PAY09059,O09059,2025-07-13,COD,Refunded,17020.96
PAY09060,O09060,2023-10-29,Debit Card,Success,498.45
PAY09061,O09061,2025-10-10,UPI,Success,1257.1
PAY09062,O09062,2023-09-04,COD,Success,10666.53
PAY09063,O09063,2023-01-17,COD,Success,1213.82
PAY09064,O09064,2023-07-31,Debit Card,Success,27737.62
PAY09065,O09065,2025-03-29,Credit Card,Failed,14516.17
PAY09066,O09066,2025-11-11,UPI,Success,16417.31
PAY09067,O09067,2024-09-10,UPI,Success,8294.87
PAY09068,O09068,2023-04-30,Debit Card,Success,62760.09
PAY09069,O09069,2024-05-22,Debit Card,Success,329.9
PAY09070,O09070,2024-03-13,UPI,Success,71462.33
PAY09071,O09071,2025-03-13,UPI,Refunded,48429.62
PAY09072,O09072,2023-04-13,UPI,Success,1403.25
PAY09073,O09073,2024-12-05,Debit Card,Success,91717.39
PAY09074,O09074,2025-04-06,UPI,Success,63804.83
PAY09075,O09075,2025-12-08,UPI,Success,2697.64
PAY09076,O09076,2023-10-31,UPI,Success,4678.27
PAY09077,O09077,2023-06-17,COD,Success,50333.7
PAY09078,O09078,2024-05-08,UPI,Success,21615.36
PAY09079,O09079,2023-03-30,Debit Card,Success,2617.69
PAY09080,O09080,2023-05-01,Credit Card,Success,67428.8
PAY09081,O09081,2025-08-05,Credit Card,Success,532.51
PAY09082,O09082,2023-12-19,Credit Card,Success,3404.62
PAY09083,O09083,2023-12-16,Credit Card,Success,925.93
PAY09084,O09084,2025-10-15,UPI,Success,5513.43
PAY09085,O09085,2025-02-10,Credit Card,Failed,5906.77
PAY09086,O09086,2025-11-15,Credit Card,Success,8913.43
PAY09087,O09087,2023-11-18,UPI,Success,43577.18
PAY09088,O09088,2023-10-24,COD,Failed,2970.56
PAY09089,O09089,2023-05-12,Debit Card,Success,1276.77
PAY09090,O09090,2023-01-19,UPI,Success,18084.53
PAY09091,O09091,2025-02-08,Credit Card,Success,7859.77
PAY09092,O09092,2025-07-25,Net Banking,Success,892.03
PAY09093,O09093,2025-07-11,UPI,Success,772.59
PAY09094,O09094,2023-07-04,Net Banking,Refunded,51173.86
PAY09095,O09095,2025-12-09,Debit Card,Success,63841.85
PAY09096,O09096,2025-04-05,Credit Card,Failed,28896.36
PAY09097,O09097,2023-03-19,Net Banking,Success,26918.83
PAY09098,O09098,2024-06-13,UPI,Success,65934.7
PAY09099,O09099,2025-10-26,UPI,Success,2933.86
PAY09100,O09100,2023-02-03,UPI,Success,297.29
PAY09101,O09101,2023-02-28,Debit Card,Success,75826.22
PAY09102,O09102,2025-12-27,UPI,Refunded,2009.23
PAY09103,O09103,2023-09-12,UPI,Failed,68167.75
PAY09104,O09104,2024-02-09,Debit Card,Success,2054.62
PAY09105,O09105,2023-02-03,UPI,Success,12410.61
PAY09106,O09106,2023-01-12,UPI,Success,2155.18
PAY09107,O09107,2025-01-01,UPI,Refunded,165502.46
PAY09108,O09108,2024-08-11,COD,Success,39643.52
PAY09109,O09109,2024-06-16,Net Banking,Success,98839.54
PAY09110,O09110,2025-11-18,Debit Card,Success,35873.12
PAY09111,O09111,2025-06-10,UPI,Success,910.55
PAY09112,O09112,2024-09-21,Credit Card,Success,996.55
PAY09113,O09113,2025-07-01,UPI,Success,6924.06
PAY09114,O09114,2024-03-05,COD,Refunded,1453.73
PAY09115,O09115,2023-10-23,Debit Card,Success,46897.94
PAY09116,O09116,2024-03-19,UPI,Success,4101.62
PAY09117,O09117,2023-10-15,UPI,Success,2137.44
PAY09118,O09118,2023-11-03,Credit Card,Success,8277.66
PAY09119,O09119,2025-12-31,COD,Success,36015.34
PAY09120,O09120,2023-06-14,Net Banking,Success,3698.11
PAY09121,O09121,2024-08-12,UPI,Refunded,553.29
PAY09122,O09122,2024-09-22,COD,Success,4442.96
PAY09123,O09123,2025-03-09,UPI,Success,1656.58
PAY09124,O09124,2024-08-31,UPI,Success,69673.96
PAY09125,O09125,2024-11-25,UPI,Success,4841.26
PAY09126,O09126,2025-10-22,UPI,Success,52001.65
PAY09127,O09127,2024-04-20,UPI,Refunded,51254.71
PAY09128,O09128,2025-08-22,UPI,Success,3857.08
PAY09129,O09129,2023-03-07,COD,Failed,4591.89
PAY09130,O09130,2025-06-30,UPI,Success,36657.84
PAY09131,O09131,2024-09-06,Credit Card,Success,313.94
PAY09132,O09132,2024-02-26,Credit Card,Success,20181.15
PAY09133,O09133,2025-10-03,Net Banking,Success,18793.34
PAY09134,O09134,2025-10-13,UPI,Success,1213.82
PAY09135,O09135,2023-01-08,UPI,Success,18596.7
PAY09136,O09136,2025-09-01,Net Banking,Success,9932.1
PAY09137,O09137,2025-10-17,Credit Card,Success,108785.02
PAY09138,O09138,2023-04-14,UPI,Failed,236.93
PAY09139,O09139,2024-04-10,UPI,Success,58979.53
PAY09140,O09140,2025-04-29,UPI,Success,28023.14
PAY09141,O09141,2023-12-17,Credit Card,Success,5304.9
PAY09142,O09142,2024-01-01,Debit Card,Success,1713.14
PAY09143,O09143,2023-07-03,Credit Card,Success,10370.56
PAY09144,O09144,2023-08-31,COD,Success,12978.0
PAY09145,O09145,2023-08-08,Credit Card,Success,19059.25
PAY09146,O09146,2024-03-05,UPI,Success,2571.95
